"cty","Name","College_Graduation_Rate_rP_gP_p25"
"cty51145","Powhatan County, VA",0.1397
"cty45035","Dorchester County, SC",0.1396
"cty42055","Franklin County, PA",0.1395
"cty29121","Macon County, MO",0.1394
"cty56041","Uinta County, WY",0.1393
"cty22045","Iberia Parish, LA",0.1392
"cty39005","Ashland County, OH",0.1392
"cty16079","Shoshone County, ID",0.1391
"cty18001","Adams County, IN",0.1391
"cty22057","Lafourche Parish, LA",0.139
"cty19049","Dallas County, IA",0.139
"cty27165","Watonwan County, MN",0.139
"cty26151","Sanilac County, MI",0.139
"cty54087","Roane County, WV",0.1389
"cty05025","Cleveland County, AR",0.1389
"cty27115","Pine County, MN",0.1388
"cty21059","Daviess County, KY",0.1388
"cty12089","Nassau County, FL",0.1388
"cty40131","Rogers County, OK",0.1387
"cty17029","Coles County, IL",0.1387
"cty13227","Pickens County, GA",0.1387
"cty21129","Lee County, KY",0.1387
"cty48291","Liberty County, TX",0.1386
"cty47035","Cumberland County, TN",0.1386
"cty40041","Delaware County, OK",0.1385
"cty51143","Pittsylvania County, VA",0.1385
"cty48309","McLennan County, TX",0.1384
"cty13031","Bulloch County, GA",0.1384
"cty21055","Crittenden County, KY",0.1384
"cty01001","Autauga County, AL",0.1384
"cty55019","Clark County, WI",0.1383
"cty28047","Harrison County, MS",0.1381
"cty39003","Allen County, OH",0.138
"cty12065","Jefferson County, FL",0.1379
"cty48133","Eastland County, TX",0.1378
"cty26021","Berrien County, MI",0.1377
"cty41071","Yamhill County, OR",0.1377
"cty28029","Copiah County, MS",0.1377
"cty21175","Morgan County, KY",0.1377
"cty48227","Howard County, TX",0.1377
"cty17051","Fayette County, IL",0.1377
"cty12031","Duval County, FL",0.1376
"cty05139","Union County, AR",0.1376
"cty22099","St. Martin Parish, LA",0.1376
"cty37059","Davie County, NC",0.1374
"cty48177","Gonzales County, TX",0.1373
"cty17195","Whiteside County, IL",0.1373
"cty47161","Stewart County, TN",0.1373
"cty40077","Latimer County, OK",0.1372
"cty37093","Hoke County, NC",0.137
"cty47081","Hickman County, TN",0.137
"cty51580","Covington city, VA",0.137
"cty37053","Currituck County, NC",0.137
"cty37155","Robeson County, NC",0.1368
"cty40051","Grady County, OK",0.1368
"cty13139","Hall County, GA",0.1368
"cty37075","Graham County, NC",0.1368
"cty31133","Pawnee County, NE",0.1367
"cty37145","Person County, NC",0.1367
"cty29211","Sullivan County, MO",0.1367
"cty13225","Peach County, GA",0.1366
"cty22063","Livingston Parish, LA",0.1365
"cty48027","Bell County, TX",0.1364
"cty28155","Webster County, MS",0.1364
"cty29015","Benton County, MO",0.1364
"cty27009","Benton County, MN",0.1364
"cty22027","Claiborne Parish, LA",0.1363
"cty56003","Big Horn County, WY",0.1363
"cty29141","Morgan County, MO",0.1363
"cty13199","Meriwether County, GA",0.1362
"cty20087","Jefferson County, KS",0.136
"cty20175","Seward County, KS",0.136
"cty21219","Todd County, KY",0.136
"cty56021","Laramie County, WY",0.1358
"cty22059","LaSalle Parish, LA",0.1358
"cty48147","Fannin County, TX",0.1357
"cty05091","Miller County, AR",0.1357
"cty45065","McCormick County, SC",0.1357
"cty27157","Wabasha County, MN",0.1356
"cty48231","Hunt County, TX",0.1356
"cty40031","Comanche County, OK",0.1355
"cty39139","Richland County, OH",0.1355
"cty39079","Jackson County, OH",0.1355
"cty39001","Adams County, OH",0.1355
"cty37085","Harnett County, NC",0.1354
"cty28075","Lauderdale County, MS",0.1354
"cty26005","Allegan County, MI",0.1353
"cty05087","Madison County, AR",0.1353
"cty53065","Stevens County, WA",0.1352
"cty39091","Logan County, OH",0.1352
"cty48419","Shelby County, TX",0.1352
"cty48247","Jim Hogg County, TX",0.1351
"cty48239","Jackson County, TX",0.135
"cty22075","Plaquemines Parish, LA",0.135
"cty26049","Genesee County, MI",0.1349
"cty21033","Caldwell County, KY",0.1349
"cty39167","Washington County, OH",0.1349
"cty05067","Jackson County, AR",0.1348
"cty51710","Norfolk city, VA",0.1347
"cty42009","Bedford County, PA",0.1347
"cty48437","Swisher County, TX",0.1347
"cty01095","Marshall County, AL",0.1346
"cty13141","Hancock County, GA",0.1346
"cty13021","Bibb County, GA",0.1346
"cty40121","Pittsburg County, OK",0.1345
"cty40111","Okmulgee County, OK",0.1345
"cty37117","Martin County, NC",0.1345
"cty18065","Henry County, IN",0.1345
"cty06029","Kern County, CA",0.1344
"cty21161","Mason County, KY",0.1344
"cty39051","Fulton County, OH",0.1344
"cty42071","Lancaster County, PA",0.1343
"cty21141","Logan County, KY",0.1343
"cty47019","Carter County, TN",0.1342
"cty01125","Tuscaloosa County, AL",0.1342
"cty48355","Nueces County, TX",0.1341
"cty47145","Roane County, TN",0.1341
"cty37195","Wilson County, NC",0.1341
"cty04007","Gila County, AZ",0.134
"cty17099","LaSalle County, IL",0.134
"cty26075","Jackson County, MI",0.1339
"cty13229","Pierce County, GA",0.1339
"cty30085","Roosevelt County, MT",0.1338
"cty41065","Wasco County, OR",0.1338
"cty55101","Racine County, WI",0.1338
"cty39047","Fayette County, OH",0.1338
"cty48055","Caldwell County, TX",0.1337
"cty51800","Suffolk city, VA",0.1337
"cty37163","Sampson County, NC",0.1336
"cty35019","Guadalupe County, NM",0.1336
"cty16075","Payette County, ID",0.1336
"cty16069","Nez Perce County, ID",0.1335
"cty28103","Noxubee County, MS",0.1335
"cty10005","Sussex County, DE",0.1334
"cty05079","Lincoln County, AR",0.1334
"cty17101","Lawrence County, IL",0.1334
"cty26129","Ogemaw County, MI",0.1334
"cty41059","Umatilla County, OR",0.1333
"cty55081","Monroe County, WI",0.1333
"cty54101","Webster County, WV",0.1333
"cty42123","Warren County, PA",0.1333
"cty39039","Defiance County, OH",0.1332
"cty13081","Crisp County, GA",0.1331
"cty28141","Tishomingo County, MS",0.1331
"cty18167","Vigo County, IN",0.1331
"cty01107","Pickens County, AL",0.1329
"cty01021","Chilton County, AL",0.1328
"cty13179","Liberty County, GA",0.1328
"cty47023","Chester County, TN",0.1328
"cty01061","Geneva County, AL",0.1327
"cty22123","West Carroll Parish, LA",0.1326
"cty19139","Muscatine County, IA",0.1325
"cty13273","Terrell County, GA",0.1324
"cty45031","Darlington County, SC",0.1324
"cty21117","Kenton County, KY",0.1324
"cty01051","Elmore County, AL",0.1324
"cty22043","Grant Parish, LA",0.1322
"cty48451","Tom Green County, TX",0.1321
"cty28015","Carroll County, MS",0.1321
"cty13129","Gordon County, GA",0.1321
"cty48233","Hutchinson County, TX",0.132
"cty20035","Cowley County, KS",0.1319
"cty28033","DeSoto County, MS",0.1318
"cty21005","Anderson County, KY",0.1317
"cty18169","Wabash County, IN",0.1317
"cty39065","Hardin County, OH",0.1317
"cty39175","Wyandot County, OH",0.1316
"cty37095","Hyde County, NC",0.1316
"cty48073","Cherokee County, TX",0.1315
"cty01067","Henry County, AL",0.1315
"cty55115","Shawano County, WI",0.1314
"cty17055","Franklin County, IL",0.1314
"cty40091","McIntosh County, OK",0.1313
"cty26155","Shiawassee County, MI",0.1313
"cty05003","Ashley County, AR",0.1313
"cty01065","Hale County, AL",0.1313
"cty32510","Carson City, NV",0.1312
"cty17061","Greene County, IL",0.1312
"cty12039","Gadsden County, FL",0.131
"cty01053","Escambia County, AL",0.1308
"cty04012","La Paz County, AZ",0.1308
"cty01103","Morgan County, AL",0.1308
"cty29023","Butler County, MO",0.1308
"cty55085","Oneida County, WI",0.1308
"cty55033","Dunn County, WI",0.1308
"cty37029","Camden County, NC",0.1307
"cty39053","Gallia County, OH",0.1307
"cty05013","Calhoun County, AR",0.1306
"cty48363","Palo Pinto County, TX",0.1306
"cty55045","Green County, WI",0.1306
"cty56025","Natrona County, WY",0.1304
"cty17025","Clay County, IL",0.1304
"cty41011","Coos County, OR",0.1302
"cty21115","Johnson County, KY",0.1302
"cty18181","White County, IN",0.1301
"cty28139","Tippah County, MS",0.1301
"cty39113","Montgomery County, OH",0.1299
"cty47077","Henderson County, TN",0.1299
"cty55077","Marquette County, WI",0.1298
"cty13237","Putnam County, GA",0.1298
"cty05061","Howard County, AR",0.1298
"cty26127","Oceana County, MI",0.1298
"cty13017","Ben Hill County, GA",0.1298
"cty13001","Appling County, GA",0.1294
"cty18123","Perry County, IN",0.1294
"cty26073","Isabella County, MI",0.1293
"cty29049","Clinton County, MO",0.1293
"cty12043","Glades County, FL",0.1292
"cty29099","Jefferson County, MO",0.1292
"cty51109","Louisa County, VA",0.1292
"cty06031","Kings County, CA",0.1291
"cty21103","Henry County, KY",0.1291
"cty26033","Chippewa County, MI",0.129
"cty02090","Fairbanks North Star Borough, AK",0.129
"cty12019","Clay County, FL",0.129
"cty26003","Alger County, MI",0.129
"cty40117","Pawnee County, OK",0.1288
"cty18067","Howard County, IN",0.1287
"cty37169","Stokes County, NC",0.1287
"cty39077","Huron County, OH",0.1286
"cty18173","Warrick County, IN",0.1285
"cty48457","Tyler County, TX",0.1284
"cty40107","Okfuskee County, OK",0.1283
"cty26085","Lake County, MI",0.1283
"cty39069","Henry County, OH",0.1283
"cty26113","Missaukee County, MI",0.1283
"cty55105","Rock County, WI",0.1282
"cty01039","Covington County, AL",0.1282
"cty21083","Graves County, KY",0.1282
"cty20079","Harvey County, KS",0.1282
"cty31025","Cass County, NE",0.128
"cty20081","Haskell County, KS",0.128
"cty21137","Lincoln County, KY",0.128
"cty21135","Lewis County, KY",0.128
"cty45087","Union County, SC",0.1279
"cty45021","Cherokee County, SC",0.1278
"cty28115","Pontotoc County, MS",0.1277
"cty32031","Washoe County, NV",0.1276
"cty22109","Terrebonne Parish, LA",0.1274
"cty12129","Wakulla County, FL",0.1274
"cty13107","Emanuel County, GA",0.1273
"cty21139","Livingston County, KY",0.1273
"cty16045","Gem County, ID",0.1273
"cty35043","Sandoval County, NM",0.1272
"cty40153","Woodward County, OK",0.1272
"cty17121","Marion County, IL",0.1272
"cty45033","Dillon County, SC",0.1271
"cty21223","Trimble County, KY",0.1269
"cty39021","Champaign County, OH",0.1269
"cty40011","Blaine County, OK",0.1268
"cty29003","Andrew County, MO",0.1268
"cty47011","Bradley County, TN",0.1268
"cty48371","Pecos County, TX",0.1268
"cty12083","Marion County, FL",0.1267
"cty19011","Benton County, IA",0.1266
"cty18005","Bartholomew County, IN",0.1265
"cty45091","York County, SC",0.1264
"cty48115","Dawson County, TX",0.1264
"cty54103","Wetzel County, WV",0.1264
"cty48471","Walker County, TX",0.1263
"cty05009","Boone County, AR",0.1263
"cty48289","Leon County, TX",0.1262
"cty12121","Suwannee County, FL",0.1261
"cty21049","Clark County, KY",0.1261
"cty45025","Chesterfield County, SC",0.1261
"cty49057","Weber County, UT",0.1259
"cty37045","Cleveland County, NC",0.1259
"cty18107","Montgomery County, IN",0.1259
"cty17075","Iroquois County, IL",0.1258
"cty54057","Mineral County, WV",0.1258
"cty05135","Sharp County, AR",0.1257
"cty13149","Heard County, GA",0.1256
"cty47071","Hardin County, TN",0.1256
"cty37159","Rowan County, NC",0.1256
"cty55083","Oconto County, WI",0.1255
"cty02150","Kodiak Island Borough, AK",0.1255
"cty39135","Preble County, OH",0.1255
"cty13175","Laurens County, GA",0.1255
"cty26147","St. Clair County, MI",0.1254
"cty13137","Habersham County, GA",0.1254
"cty48415","Scurry County, TX",0.1253
"cty37097","Iredell County, NC",0.1252
"cty48253","Jones County, TX",0.1252
"cty29177","Ray County, MO",0.1252
"cty45073","Oconee County, SC",0.1251
"cty01009","Blount County, AL",0.1248
"cty48281","Lampasas County, TX",0.1248
"cty13105","Elbert County, GA",0.1248
"cty48305","Lynn County, TX",0.1248
"cty35031","McKinley County, NM",0.1247
"cty35015","Eddy County, NM",0.1247
"cty18019","Clark County, IN",0.1247
"cty48039","Brazoria County, TX",0.1245
"cty48411","San Saba County, TX",0.1245
"cty28135","Tallahatchie County, MS",0.1244
"cty42061","Huntingdon County, PA",0.1244
"cty18095","Madison County, IN",0.1244
"cty51820","Waynesboro city, VA",0.1243
"cty16027","Canyon County, ID",0.124
"cty37057","Davidson County, NC",0.124
"cty48219","Hockley County, TX",0.1239
"cty45015","Berkeley County, SC",0.1238
"cty27035","Crow Wing County, MN",0.1238
"cty47125","Montgomery County, TN",0.1237
"cty47069","Hardeman County, TN",0.1237
"cty41061","Union County, OR",0.1235
"cty17147","Piatt County, IL",0.1235
"cty01069","Houston County, AL",0.1235
"cty29083","Henry County, MO",0.1234
"cty05085","Lonoke County, AR",0.1234
"cty45057","Lancaster County, SC",0.1233
"cty17141","Ogle County, IL",0.1233
"cty13011","Banks County, GA",0.1232
"cty47021","Cheatham County, TN",0.1232
"cty45007","Anderson County, SC",0.1231
"cty13131","Grady County, GA",0.1231
"cty20165","Rush County, KS",0.1231
"cty47009","Blount County, TN",0.123
"cty22011","Beauregard Parish, LA",0.123
"cty21165","Menifee County, KY",0.1229
"cty40023","Choctaw County, OK",0.1228
"cty21163","Meade County, KY",0.1228
"cty01121","Talladega County, AL",0.1228
"cty28145","Union County, MS",0.1228
"cty37005","Alleghany County, NC",0.1228
"cty16039","Elmore County, ID",0.1228
"cty32003","Clark County, NV",0.1227
"cty22035","East Carroll Parish, LA",0.1227
"cty17081","Jefferson County, IL",0.1227
"cty05089","Marion County, AR",0.1226
"cty13267","Tattnall County, GA",0.1226
"cty51029","Buckingham County, VA",0.1226
"cty21089","Greenup County, KY",0.1226
"cty48139","Ellis County, TX",0.1225
"cty13255","Spalding County, GA",0.1225
"cty12005","Bay County, FL",0.1224
"cty13095","Dougherty County, GA",0.1224
"cty21019","Boyd County, KY",0.1224
"cty40095","Marshall County, OK",0.1223
"cty48387","Red River County, TX",0.1223
"cty22067","Morehouse Parish, LA",0.1222
"cty39033","Crawford County, OH",0.1222
"cty40079","Le Flore County, OK",0.122
"cty48187","Guadalupe County, TX",0.122
"cty26001","Alcona County, MI",0.1219
"cty19179","Wapello County, IA",0.1218
"cty51025","Brunswick County, VA",0.1216
"cty48001","Anderson County, TX",0.1215
"cty05055","Greene County, AR",0.1215
"cty54035","Jackson County, WV",0.1214
"cty22127","Winn Parish, LA",0.1213
"cty45011","Barnwell County, SC",0.1213
"cty01133","Winston County, AL",0.1213
"cty28113","Pike County, MS",0.1213
"cty17057","Fulton County, IL",0.1213
"cty51023","Botetourt County, VA",0.1212
"cty22019","Calcasieu Parish, LA",0.1211
"cty39161","Van Wert County, OH",0.1211
"cty29181","Ripley County, MO",0.1211
"cty18021","Clay County, IN",0.1211
"cty51177","Spotsylvania County, VA",0.1211
"cty29143","New Madrid County, MO",0.1209
"cty06063","Plumas County, CA",0.1208
"cty38027","Eddy County, ND",0.1208
"cty47015","Cannon County, TN",0.1207
"cty29187","St. Francois County, MO",0.1207
"cty46031","Corson County, SD",0.1206
"cty21093","Hardin County, KY",0.1206
"cty41025","Harney County, OR",0.1205
"cty37009","Ashe County, NC",0.1204
"cty37167","Stanly County, NC",0.1202
"cty13207","Monroe County, GA",0.1201
"cty35033","Mora County, NM",0.1201
"cty37141","Pender County, NC",0.12
"cty48251","Johnson County, TX",0.1199
"cty21179","Nelson County, KY",0.1199
"cty40105","Nowata County, OK",0.1198
"cty48135","Ector County, TX",0.1198
"cty29105","Laclede County, MO",0.1197
"cty48459","Upshur County, TX",0.1197
"cty05095","Monroe County, AR",0.1196
"cty47123","Monroe County, TN",0.1196
"cty48089","Colorado County, TX",0.1196
"cty48007","Aransas County, TX",0.1195
"cty38095","Towner County, ND",0.1195
"cty39025","Clermont County, OH",0.1195
"cty37073","Gates County, NC",0.1195
"cty47117","Marshall County, TN",0.1193
"cty12111","St. Lucie County, FL",0.1192
"cty28157","Wilkinson County, MS",0.1191
"cty05123","St. Francis County, AR",0.1191
"cty48337","Montague County, TX",0.1191
"cty22005","Ascension Parish, LA",0.119
"cty13257","Stephens County, GA",0.1188
"cty13181","Lincoln County, GA",0.1188
"cty47101","Lewis County, TN",0.1188
"cty18149","Starke County, IN",0.1187
"cty48367","Parker County, TX",0.1186
"cty24510","Baltimore city, MD",0.1185
"cty42109","Snyder County, PA",0.1185
"cty26135","Oscoda County, MI",0.1185
"cty21147","McCreary County, KY",0.1182
"cty18009","Blackford County, IN",0.1181
"cty01013","Butler County, AL",0.1181
"cty45059","Laurens County, SC",0.118
"cty28111","Perry County, MS",0.1179
"cty29115","Linn County, MO",0.1178
"cty27001","Aitkin County, MN",0.1178
"cty12049","Hardee County, FL",0.1178
"cty04001","Apache County, AZ",0.1177
"cty27077","Lake of the Woods County, MN",0.1177
"cty54003","Berkeley County, WV",0.1177
"cty32005","Douglas County, NV",0.1176
"cty05015","Carroll County, AR",0.1176
"cty28023","Clarke County, MS",0.1176
"cty39087","Lawrence County, OH",0.1175
"cty29213","Taney County, MO",0.1175
"cty47005","Benton County, TN",0.1175
"cty27099","Mower County, MN",0.1174
"cty12105","Polk County, FL",0.1173
"cty32023","Nye County, NV",0.1172
"cty12023","Columbia County, FL",0.117
"cty55119","Taylor County, WI",0.117
"cty51167","Russell County, VA",0.117
"cty32001","Churchill County, NV",0.1169
"cty29125","Maries County, MO",0.1169
"cty28093","Marshall County, MS",0.1168
"cty18117","Orange County, IN",0.1166
"cty06035","Lassen County, CA",0.1165
"cty51197","Wythe County, VA",0.1165
"cty18085","Kosciusko County, IN",0.1165
"cty35039","Rio Arriba County, NM",0.1164
"cty06039","Madera County, CA",0.1164
"cty26101","Manistee County, MI",0.1164
"cty47107","McMinn County, TN",0.1164
"cty53005","Benton County, WA",0.1163
"cty37123","Montgomery County, NC",0.1162
"cty17007","Boone County, IL",0.1161
"cty26019","Benzie County, MI",0.116
"cty48349","Navarro County, TX",0.116
"cty17069","Hardin County, IL",0.116
"cty51071","Giles County, VA",0.116
"cty05141","Van Buren County, AR",0.1158
"cty04027","Yuma County, AZ",0.1157
"cty40073","Kingfisher County, OK",0.1157
"cty05035","Crittenden County, AR",0.1156
"cty05021","Clay County, AR",0.1155
"cty48277","Lamar County, TX",0.1154
"cty49047","Uintah County, UT",0.1153
"cty55003","Ashland County, WI",0.1152
"cty26133","Osceola County, MI",0.1152
"cty39119","Muskingum County, OH",0.1152
"cty47063","Hamblen County, TN",0.1151
"cty18071","Jackson County, IN",0.1151
"cty37017","Bladen County, NC",0.115
"cty13293","Upson County, GA",0.115
"cty48331","Milam County, TX",0.115
"cty47075","Haywood County, TN",0.1149
"cty55129","Washburn County, WI",0.1149
"cty39159","Union County, OH",0.1149
"cty18103","Miami County, IN",0.1148
"cty04017","Navajo County, AZ",0.1146
"cty13133","Greene County, GA",0.1146
"cty47119","Maury County, TN",0.1146
"cty53057","Skagit County, WA",0.1145
"cty13079","Crawford County, GA",0.1144
"cty41049","Morrow County, OR",0.1144
"cty55069","Lincoln County, WI",0.1144
"cty13123","Gilmer County, GA",0.1144
"cty51033","Caroline County, VA",0.1143
"cty13277","Tift County, GA",0.1142
"cty53039","Klickitat County, WA",0.1142
"cty31043","Dakota County, NE",0.1141
"cty48335","Mitchell County, TX",0.1141
"cty28081","Lee County, MS",0.1141
"cty26097","Mackinac County, MI",0.114
"cty05125","Saline County, AR",0.114
"cty17157","Randolph County, IL",0.114
"cty28109","Pearl River County, MS",0.1139
"cty29073","Gasconade County, MO",0.1139
"cty18125","Pike County, IN",0.1139
"cty48035","Bosque County, TX",0.1138
"cty54059","Mingo County, WV",0.1137
"cty42001","Adams County, PA",0.1136
"cty27095","Mille Lacs County, MN",0.1135
"cty01017","Chambers County, AL",0.1135
"cty27075","Lake County, MN",0.1133
"cty40063","Hughes County, OK",0.1132
"cty40097","Mayes County, OK",0.1131
"cty47097","Lauderdale County, TN",0.1131
"cty22007","Assumption Parish, LA",0.113
"cty18055","Greene County, IN",0.113
"cty55135","Waupaca County, WI",0.113
"cty13005","Bacon County, GA",0.113
"cty40081","Lincoln County, OK",0.1129
"cty47049","Fentress County, TN",0.1128
"cty13047","Catoosa County, GA",0.1127
"cty12077","Liberty County, FL",0.1127
"cty40115","Ottawa County, OK",0.1125
"cty22101","St. Mary Parish, LA",0.1125
"cty45023","Chester County, SC",0.1125
"cty17183","Vermilion County, IL",0.1125
"cty51101","King William County, VA",0.1122
"cty21101","Henderson County, KY",0.1122
"cty13045","Carroll County, GA",0.1122
"cty39023","Clark County, OH",0.1122
"cty40061","Haskell County, OK",0.1119
"cty26011","Arenac County, MI",0.1119
"cty22031","De Soto Parish, LA",0.1119
"cty05037","Cross County, AR",0.1119
"cty26119","Montmorency County, MI",0.1119
"cty28025","Clay County, MS",0.1119
"cty49045","Tooele County, UT",0.1117
"cty05109","Pike County, AR",0.1117
"cty17117","Macoupin County, IL",0.1117
"cty39075","Holmes County, OH",0.1116
"cty12041","Gilchrist County, FL",0.1116
"cty39143","Sandusky County, OH",0.1116
"cty53077","Yakima County, WA",0.1115
"cty40125","Pottawatomie County, OK",0.1115
"cty35061","Valencia County, NM",0.1115
"cty21211","Shelby County, KY",0.1114
"cty35006","Cibola County, NM",0.1113
"cty21215","Spencer County, KY",0.1113
"cty47133","Overton County, TN",0.1112
"cty13223","Paulding County, GA",0.1112
"cty38023","Divide County, ND",0.1111
"cty48409","San Patricio County, TX",0.1111
"cty17017","Cass County, IL",0.111
"cty05049","Fulton County, AR",0.111
"cty53015","Cowlitz County, WA",0.1109
"cty28095","Monroe County, MS",0.1109
"cty48379","Rains County, TX",0.1109
"cty01083","Limestone County, AL",0.1105
"cty51077","Grayson County, VA",0.1105
"cty37077","Granville County, NC",0.1104
"cty21085","Grayson County, KY",0.1104
"cty21197","Powell County, KY",0.1103
"cty12051","Hendry County, FL",0.1103
"cty18029","Dearborn County, IN",0.11
"cty48373","Polk County, TX",0.1097
"cty28079","Leake County, MS",0.1096
"cty37153","Richmond County, NC",0.1096
"cty18083","Knox County, IN",0.1096
"cty51099","King George County, VA",0.1096
"cty55061","Kewaunee County, WI",0.1095
"cty18177","Wayne County, IN",0.1095
"cty05033","Crawford County, AR",0.1094
"cty51083","Halifax County, VA",0.1094
"cty12107","Putnam County, FL",0.1093
"cty47177","Warren County, TN",0.1092
"cty55075","Marinette County, WI",0.1091
"cty04015","Mohave County, AZ",0.1089
"cty13009","Baldwin County, GA",0.1088
"cty18175","Washington County, IN",0.1088
"cty40015","Caddo County, OK",0.1087
"cty35045","San Juan County, NM",0.1087
"cty51595","Emporia city, VA",0.1086
"cty47159","Smith County, TN",0.1086
"cty18027","Daviess County, IN",0.1086
"cty42035","Clinton County, PA",0.1085
"cty53045","Mason County, WA",0.1083
"cty39089","Licking County, OH",0.1083
"cty18151","Steuben County, IN",0.1083
"cty13235","Pulaski County, GA",0.1083
"cty26159","Van Buren County, MI",0.1082
"cty17173","Shelby County, IL",0.1081
"cty13189","McDuffie County, GA",0.108
"cty47039","Decatur County, TN",0.1079
"cty19177","Van Buren County, IA",0.1078
"cty27059","Isanti County, MN",0.1078
"cty26143","Roscommon County, MI",0.1077
"cty05081","Little River County, AR",0.1077
"cty18139","Rush County, IN",0.1076
"cty21123","Larue County, KY",0.1076
"cty13319","Wilkinson County, GA",0.1075
"cty29145","Newton County, MO",0.1074
"cty48469","Victoria County, TX",0.1074
"cty48293","Limestone County, TX",0.1073
"cty13165","Jenkins County, GA",0.1072
"cty05059","Hot Spring County, AR",0.1072
"cty13315","Wilcox County, GA",0.1072
"cty13119","Franklin County, GA",0.1072
"cty16061","Lewis County, ID",0.1069
"cty49041","Sevier County, UT",0.1069
"cty55113","Sawyer County, WI",0.1068
"cty27011","Big Stone County, MN",0.1068
"cty51089","Henry County, VA",0.1068
"cty22041","Franklin Parish, LA",0.1068
"cty47061","Grundy County, TN",0.1067
"cty21149","McLean County, KY",0.1067
"cty48417","Shackelford County, TX",0.1066
"cty12013","Calhoun County, FL",0.1066
"cty48361","Orange County, TX",0.1065
"cty26059","Hillsdale County, MI",0.1064
"cty21187","Owen County, KY",0.1064
"cty48129","Donley County, TX",0.1064
"cty13053","Chattahoochee County, GA",0.1062
"cty13049","Charlton County, GA",0.106
"cty12027","DeSoto County, FL",0.106
"cty18111","Newton County, IN",0.1059
"cty55053","Jackson County, WI",0.1058
"cty40127","Pushmataha County, OK",0.1056
"cty26121","Muskegon County, MI",0.1056
"cty26039","Crawford County, MI",0.1055
"cty32007","Elko County, NV",0.1054
"cty51047","Culpeper County, VA",0.1054
"cty54047","McDowell County, WV",0.1054
"cty48475","Ward County, TX",0.1052
"cty26015","Barry County, MI",0.105
"cty08049","Grand County, CO",0.105
"cty45069","Marlboro County, SC",0.1049
"cty51137","Orange County, VA",0.1048
"cty13317","Wilkes County, GA",0.1048
"cty39127","Perry County, OH",0.1047
"cty37197","Yadkin County, NC",0.1046
"cty04021","Pinal County, AZ",0.1045
"cty51007","Amelia County, VA",0.1045
"cty18179","Wells County, IN",0.1045
"cty13015","Bartow County, GA",0.1044
"cty29171","Putnam County, MO",0.1043
"cty48315","Marion County, TX",0.1042
"cty13071","Colquitt County, GA",0.1041
"cty47001","Anderson County, TN",0.104
"cty54045","Logan County, WV",0.1039
"cty04009","Graham County, AZ",0.1037
"cty21209","Scott County, KY",0.1037
"cty13301","Warren County, GA",0.1037
"cty26165","Wexford County, MI",0.1035
"cty21031","Butler County, KY",0.1033
"cty37039","Cherokee County, NC",0.1033
"cty21181","Nicholas County, KY",0.1032
"cty28127","Simpson County, MS",0.1031
"cty51015","Augusta County, VA",0.1031
"cty48107","Crosby County, TX",0.1031
"cty48161","Freestone County, TX",0.1029
"cty47003","Bedford County, TN",0.1029
"cty08001","Adams County, CO",0.1028
"cty21213","Simpson County, KY",0.1028
"cty16053","Jerome County, ID",0.1027
"cty39019","Carroll County, OH",0.1026
"cty01115","St. Clair County, AL",0.1026
"cty13039","Camden County, GA",0.1026
"cty13231","Pike County, GA",0.1026
"cty16009","Benewah County, ID",0.1023
"cty47115","Marion County, TN",0.1023
"cty45039","Fairfield County, SC",0.1023
"cty24043","Washington County, MD",0.1021
"cty37003","Alexander County, NC",0.102
"cty22091","St. Helena Parish, LA",0.1019
"cty33019","Sullivan County, NH",0.1019
"cty05147","Woodruff County, AR",0.1018
"cty05053","Grant County, AR",0.1018
"cty12131","Walton County, FL",0.1018
"cty13263","Talbot County, GA",0.1015
"cty48389","Reeves County, TX",0.1014
"cty26149","St. Joseph County, MI",0.1012
"cty47029","Cocke County, TN",0.1011
"cty13027","Brooks County, GA",0.1011
"cty18025","Crawford County, IN",0.1009
"cty22049","Jackson Parish, LA",0.1009
"cty13087","Decatur County, GA",0.1008
"cty13233","Polk County, GA",0.1007
"cty22053","Jefferson Davis Parish, LA",0.1005
"cty13243","Randolph County, GA",0.1004
"cty20021","Cherokee County, KS",0.1003
"cty39115","Morgan County, OH",0.1003
"cty37177","Tyrrell County, NC",0.1002
"cty26025","Calhoun County, MI",0.1002
"cty01127","Walker County, AL",0.1
"cty05111","Poinsett County, AR",0.1
"cty37193","Wilkes County, NC",0.0999
"cty26035","Clare County, MI",0.0998
"cty13305","Wayne County, GA",0.0998
"cty48013","Atascosa County, TX",0.0997
"cty21061","Edmonson County, KY",0.0996
"cty13285","Troup County, GA",0.0995
"cty13091","Dodge County, GA",0.0994
"cty13321","Worth County, GA",0.0992
"cty13065","Clinch County, GA",0.0991
"cty13303","Washington County, GA",0.0991
"cty48185","Grimes County, TX",0.099
"cty37011","Avery County, NC",0.0989
"cty13313","Whitfield County, GA",0.0988
"cty29186","Ste. Genevieve County, MO",0.0986
"cty48077","Clay County, TX",0.0986
"cty30003","Big Horn County, MT",0.0982
"cty55107","Rusk County, WI",0.0981
"cty18165","Vermillion County, IN",0.098
"cty39171","Williams County, OH",0.098
"cty18033","DeKalb County, IN",0.0979
"cty21233","Webster County, KY",0.0978
"cty20055","Finney County, KS",0.0977
"cty13013","Barrow County, GA",0.0975
"cty47047","Fayette County, TN",0.0972
"cty01131","Wilcox County, AL",0.0972
